909,11687,12739,7656,2055,6806,6734,12576,3343,10242,4121,3444,615,829,4432,11151,5863,6933,13372,7965,7460,984,2912,3954,13442,9338,1241,10442,10264,1399,4476,6245,5431,1756,510,8576,10613,10292,5089,10921,11605,11568,235,10954,13679,13325,13564,6017,2379,1957,10092,14240,244,6413,14454,3191,776,14429,2229,5138,12868,12055,10697,11869,11891,428,13221,1151,5367,4884,6269,4963,10484,3617,926,3910,10521,1044,3995,829,13702,2141,1603,8233,5850,11229,9551,5064,14420,13764,9594,6021,3045,4624,7774,12596,11907,6447,14158,12225,4083,13616,9188,9798,7476,8563,6610,5998,451,14723,3672,6562,6010,13007,7813,13050,11228,12888,14155,10927
12622,8654,3352,8034,11623,4188,5446,3711,2772,12152,9060,12705,7025,1720,9391,2402,13539,10731,8994,6248,14210,8570,8218,11183,2417,13252,2577,6840,11058,5350,8335,4289,5808,13661,3857,13130,11876,3122,7519,5145,5739,4989,6566,9753,9620,5215,3,12947,10065,1653,3142,10955,8340,14127,8111,1192,8552,6576,7151,2430,2650,1346,12212,10414,10904,7806,9203,1746,4429,7744,3998,10181,12565,12872,3616,8685,4674,7102,5887,12132,7518,7552,7259,3371,4596,10165,11533,3668,13877,6243,13977,5266,2820,13774,7429,5018,5252,14600,7045,5386,10914,5716,3371,794,330,5585,3948,2496,2321,13289,11700,4437,10098,3772,7295,11929,8228,2074,12281,12237
1135,11410,11737,10470,510,11687,11761,8110,3554,13518,10223,10072,11330,146,2308,3564,14070,8397,4383,10388,1560,8391,13855,9978,7296,3257,3743,10418,10133,3089,4012,10354,8728,3802,9596,7550,5492,10677,6099,14748,13128,3836,3183,9204,14277,200,11865,8988,10072,10920,13154,7511,6803,8997,8816,9322,9730,1111,3229,4,5690,14624,13633,6486,6677,11291,7590,5824,5151,4324,2824,14244,2497,6271,4598,2278,11409,1061,12610,5232,1695,12522,2495,10558,12328,7041,11788,13482,2474,4294,6170,4207,14385,6480,8722,14588,7752,688,3598,12801,1785,1903,2592,1688,8812,14206,2439,2838,4978,13803,2659,4917,3522,7758,1843,13300,10334,6339,13020,13950
4303,12028,7041,3280,4513,7313,1091,2029,3318,7064,11150,871,2961,9426,7048,8030,11892,11400,8483,5161,13662,4997,14535,14390,10383,10803,2694,667,4141,4142,6053,13347,13289,1775,974,10299,4829,7543,9976,13603,14175,3058,3982,6965,384,5792,3424,5458,12196,524,11493,3542,4446,3027,8344,10644,7847,2208,9388,1612,13131,11627,6996,3068,4732,11023,10469,2239,14088,12696,119,4633,1515,12153,3118,11652,3917,5165,7280,417,2846,4774,18,8642,4692,5698,6500,13524,12853,8861,14310,5614,150,3798,2358,5680,11634,11941,10979,11989,14317,11002,13166,6548,3422,13165,10391,2197,12397,8533,5994,9893,8819,7701,633,10224,12606,11337,3740,13943
6236,1133,13010,6542,5758,6113,7690,7763,5746,5887,3276,12677,1575,6425,5707,14123,8190,11345,1267,2082,5661,9125,14118,8340,5009,5521,3903,13574,7760,3449,11551,12992,11600,13735,12351,6890,3308,1898,9620,6573,9294,132,3870,3989,12410,3463,1388,12424,6678,823,12058,10448,7118,4166,11956,9736,7529,9571,8638,11748,7426,27,9952,14707,12403,12355,4085,12952,13429,8645,3310,9805,14015,1155,105,8943,2232,2255,2485,6056,11372,5685,14237,3445,5832,8667,3896,11415,4909,5378,11127,9506,2200,3354,402,13066,7820,7006,11280,13926,1957,106,3642,13126,14507,5635,3991,5426,1116,1804,8720,10535,3037,5228,3983,14136,9522,4607,10712,13618
14732,166,8434,8351,13913,12342,320,1530,6205,9960,4828,2379,5482,6304,397,12187,5453,10898,9086,4008,2916,14538,2324,3846,1524,13783,9058,13896,7481,4185,9216,7101,125,4641,5764,3851,10337,12904,11804,9292,1948,8010,13940,10416,8365,14244,6905,5023,3981,4142,10695,7555,11581,6274,4572,11590,3023,6076,10285,11696,4199,1710,12675,8295,3926,3741,641,5888,807,10738,4943,3824,10625,14402,3128,1244,5640,14007,538,3830,3169,831,9229,9393,11510,7934,5763,1201,11676,13572,12606,4135,1140,13185,800,6160,11414,7731,711,11739,3911,10511,9268,5841,7510,11381,11707,6205,3116,4986,5524,6799,9469,234,12311,6402,8209,2084,7822,10333
12744,13885,5116,11975,9805,9244,9869,1199,5985,11131,14377,8538,3319,11816,9830,5289,2076,295,14298,3130,12173,6798,12269,8597,10410,382,606,12656,2307,7005,649,7144,12499,7305,987,8520,14657,13073,4286,5277,8233,6619,733,3049,5973,2206,7767,7139,3791,2819,7963,11952,13368,7085,13571,12743,12400,2201,4591,5037,2579,8060,12615,10160,7454,3584,10208,6152,10370,5620,11200,11843,7632,1273,4977,12081,5131,12190,2065,7566,5078,7437,6190,3574,12241,1820,6438,8875,5354,14522,5053,4889,1890,13757,14559,5819,5041,5941,3465,14564,811,6317,3398,10271,2903,8202,10851,2045,14100,1790,2381,9908,4234,6996,2030,11788,13372,12822,2344,3611
13902,11637,4935,5382,9181,4047,8501,2111,9793,4670,13806,7066,4472,593,6342,14277,2256,8393,6877,12410,3834,12458,3315,3071,8097,3972,8841,10197,13622,2229,5306,11880,2636,13024,11290,730,5631,5702,14470,13662,1524,4413,11697,13942,8506,4686,14047,13229,14657,14301,14559,379,8030,1230,3657,7718,5487,2529,7422,3064,14229,3867,6778,11502,7944,9493,1362,106,12135,1406,9736,4323,11267,2902,7593,3539,12317,12788,4824,10713,186,11888,200,8251,5642,2190,9777,2077,8734,6623,4134,10088,9279,4867,4482,9779,10991,560,13691,9203,9519,160,2457,7270,3441,2453,4681,10392,4978,4714,9871,4655,10401,3063,9518,2613,12175,3723,9283,3387
14103,14111,13819,7640,581,9977,14772,7215,10420,5283,10256,2715,6155,8470,9520,1643,5907,14697,3083,3408,13210,1268,9958,5430,9574,6747,7933,11868,5422,1731,5159,12498,9093,11418,4184,13779,1066,11834,9426,9788,13916,12222,3791,11115,14485,12736,13346,747,6304,9170,8599,8596,2175,7491,6659,2642,10726,1223,11913,6150,13590,12128,11144,12068,1146,10626,5738,429,4022,13137,1716,9221,3355,5995,8715,9264,5317,8279,1543,1648,2561,13800,8752,13191,9173,2797,1477,10695,8490,262,2532,9082,13231,12494,6457,11775,89,5135,6963,14034,1234,3744,6923,6071,14824,12028,5074,12171,1887,7780,12739,14561,2746,6280,11445,3379,6357,2230,6373,8015
9414,4892,4110,11869,10561,2407,3452,2009,1554,4710,1708,11906,12868,12035,4944,8224,992,12859,12547,1974,12588,5624,5540,4287,14223,4172,6696,12384,2341,11812,9599,2043,11327,10762,8171,4028,2929,1421,12054,10136,14616,13297,1493,3109,11324,8363,5452,1655,10635,14471,929,8882,1991,12413,8096,12121,9369,13020,9155,13986,1980,4647,5432,4647,2687,10921,11821,5361,3195,5353,245,6946,107,10492,2362,5452,10749,1227,9301,11532,1568,12156,454,12587,12247,4662,11193,13950,12511,6173,7812,5240,3978,7820,12878,9173,6398,521,7596,10208,10391,1698,14336,8430,14031,3440,12589,230,3170,5670,37,1028,6110,13473,9169,5687,8094,8896,7845,6576
2604,8135,5052,241,1864,8008,11724,2041,6997,12291,12829,6479,6803,944,6492,6907,7199,678,12614,4693,13851,7257,4265,11878,9556,8928,7252,13604,14799,2179,8437,8588,10793,13535,4314,10000,8151,167,3040,8784,1593,6100,9475,3501,9520,14120,12987,10165,4825,6442,966,2215,12812,9946,6362,5060,11854,2641,9654,2631,2157,780,6605,166,11469,11247,3856,7138,11120,14122,10771,2015,9093,6000,7977,13508,7432,11692,3292,8169,3360,12156,4946,5523,9537,2826,7591,6152,10733,3627,13650,7370,12362,5805,896,9913,14651,13956,746,10780,12817,5784,3161,3082,894,13023,7770,8259,12553,465,10490,13468,5320,3169,14381,7054,9071,7102,6740,5546
7938,4687,803,9547,5794,1060,8058,10853,585,7521,10195,11174,4606,473,12042,4191,1561,2915,12111,8763,8593,11351,9061,9503,14792,6005,13834,8601,9579,6631,11524,8103,1937,2815,5602,3955,1373,2562,10457,1307,5662,4678,7280,834,4012,3731,4945,11105,5405,9527,7907,9191,2108,4947,11596,10112,2330,12476,1381,3150,14552,2085,1357,3646,10227,7001,430,10332,8685,3475,7536,13971,11811,2961,4528,13001,3947,10481,11968,8741,4654,2464,5890,2918,5991,13039,9402,9180,729,6046,11084,1213,715,3008,11813,13067,10421,13924,11556,9836,4669,9388,3591,13045,5220,10697,7015,6566,3993,5945,7668,10560,1532,4049,5315,11640,707,6269,2021,4202
1824,14731,4147,1641,12973,9702,5986,10178,1298,10299,4953,14234,12449,3434,3982,14303,14212,12599,80,10678,374,10007,962,9659,14247,14594,11205,1435,11389,6206,6852,3529,11942,2762,10404,4338,5632,12181,118,11152,3357,4349,4227,320,6307,41,3838,8503,8945,2755,4504,8897,11413,1540,5494,4196,11429,1120,9052,6656,7350,11373,7608,14760,12526,4818,6538,8084,3275,4863,12369,5479,4838,11207,9116,5253,11722,13451,12869,10890,2500,8246,5208,4624,10588,2874,14123,5993,8726,6425,53,11818,14523,9834,3577,6296,11673,1221,5140,5254,14592,1512,8918,5499,4734,8281,1195,10332,11395,8605,5188,9931,4083,10189,13670,4486,407,5793,6157,14444
341,7755,7540,6034,7212,6237,4121,3097,9924,11117,8708,1840,7153,1433,14342,13887,2918,8155,3878,7997,3121,26,9139,8543,6048,8951,7735,1817,4765,12200,13711,6233,3662,1821,8775,14632,5793,11866,12177,5258,80,7208,5795,13376,11459,6681,8617,2512,3134,11819,1257,1704,11625,4191,3915,12375,7381,14813,10998,7532,14457,14803,12543,732,11734,153,12582,4898,11213,1997,2939,13868,8217,2271,1254,5221,5973,10644,952,546,540,10592,6491,8622,12698,7692,7598,507,13773,3736,617,9811,5905,152,9658,12451,10838,1739,9464,6725,13228,729,7119,1781,11669,3159,13560,8728,2223,1507,844,911,825,7486,86,14458,11051,4636,12153,11550
8208,3901,3322,10246,11093,412,3500,946,8011,13333,10313,1388,315,3388,992,11186,13158,907,9243,6819,12828,14572,5274,5103,10759,4214,6056,12412,10531,2704,5553,14202,13546,14389,382,10098,4786,2105,12908,7162,12701,8423,13226,8329,2788,3874,3265,918,7757,2574,5825,8187,9401,5355,10000,2262,2945,6994,321,1569,9643,3295,4005,1151,5620,7219,8437,13940,8021,7434,8633,10295,5659,4551,5298,12034,7665,8836,8350,9177,12881,995,10925,2664,12935,14201,4413,2211,720,3801,3219,1420,14670,8871,5307,9738,3149,12350,11782,1642,5243,5963,1996,7440,4971,8769,7150,10105,4030,8309,6399,9947,4133,15,436,7371,9293,1033,9337,11767
14338,12891,13318,4200,8699,14830,11323,12498,3675,8634,844,8441,11927,1835,11685,12167,5117,10671,8239,11623,7157,1000,639,2825,14268,12023,13726,7297,14611,1919,14655,13922,8649,6344,13648,6283,839,4926,420,11903,10213,9677,10536,6505,12042,6895,571,8110,14812,13328,3507,2235,11589,11974,5809,7778,13046,11917,4714,9423,1754,4807,11569,3880,5317,11052,14424,7219,2707,2080,7076,8543,8292,7523,8909,6623,11926,10929,13142,6669,2533,7036,155,2721,6167,10944,11209,8674,2475,9429,9277,2200,1663,5815,12670,11521,8885,11396,5630,11403,78,6695,2337,31,4850,10278,6126,13981,983,11419,3624,3169,11751,6223,8784,2274,13307,11333,12392,12967
11156,8702,5470,2318,3295,3204,4648,12149,6879,2110,6547,8460,9874,3431,1772,3123,7081,4785,2804,12331,8727,13616,14715,6635,2320,14610,2095,4785,12485,9759,189,10818,5966,4585,4427,10209,13380,4475,8375,6592,5696,12872,5187,8092,13459,11872,11205,8671,7843,5638,3553,7171,7672,3786,10977,12439,12844,9909,12084,783,4603,1734,4196,11154,3876,12164,2117,14593,378,4598,1297,5649,7798,2198,8381,3717,14209,5111,1166,14009,3548,12223,7742,12202,9289,12931,11707,2085,1642,1804,14537,13198,10972,3999,9051,3627,1313,7393,7506,8182,4897,10253,5188,3627,4240,9135,4086,284,4063,12770,8239,12624,7745,13505,1919,13780,6753,2774,2276,3925
8701,11645,9884,858,1095,420,6817,6497,5326,2928,12369,6264,669,7320,9585,5590,6508,6571,596,3394,12625,505,9091,4690,11461,11738,8767,5566,6185,10018,14712,5526,3572,11069,4719,4466,1668,747,11159,3661,1987,7357,13832,574,13482,9246,13421,4571,13780,514,13116,657,9521,14559,2396,2653,752,900,1382,529,5376,2673,5966,3643,9806,7938,3689,3385,2953,8824,8774,3016,4204,6643,9754,276,11388,7143,12193,12629,12432,2209,6870,7316,2353,13833,3649,1871,1619,6282,6582,188,12141,4942,11831,8236,6440,1828,7448,4805,5259,5740,8006,3220,9561,4013,6409,7928,3257,10800,9525,12938,1820,1422,491,8099,5653,2948,11105,10173
8933,1879,6574,1647,12516,3449,260,9363,14669,8067,8666,1910,3099,10454,8994,8080,7065,4301,9970,1253,3885,13189,3345,6959,7880,14203,4404,8228,11985,14124,10602,12755,3637,9834,3804,4536,7655,9057,2176,1745,13625,1123,13228,10738,7571,2497,4241,11614,5367,1904,6203,771,13018,2666,14746,6679,8857,4938,3119,12568,13930,1685,6087,5191,874,13409,829,2879,8294,4869,9756,12796,6439,4340,4879,11715,8805,12400,6461,10999,14518,9856,5925,6541,5643,6281,12488,14508,13040,1483,3057,6990,3627,2255,12424,1741,12184,14640,6608,4581,5568,13892,5136,3847,13087,762,5393,12824,13493,10869,8351,2598,3192,6073,6295,5893,13259,7751,5657,956
13771,13251,10544,14397,14308,1261,10503,12531,3178,8937,4380,11380,61,14367,4154,6104,8844,9687,11926,8124,11316,749,13655,4962,14741,4127,12858,1575,6166,14481,13161,428,764,78,13802,11651,2334,3575,169,1325,5429,12827,2796,10048,10181,7204,4957,1799,6253,7403,9409,8719,599,8300,4233,6929,9102,6354,4092,5450,2755,11849,14606,14785,14138,8045,10313,12391,3695,9759,6554,2439,13250,12781,3836,7245,8402,7685,7211,11780,8723,879,4445,11282,6156,9993,10460,3576,14146,1796,6821,12951,8957,5171,12608,13269,11432,1171,8858,12726,7896,12272,1781,7768,7525,11188,8162,12663,3901,4560,12853,1096,13604,300,5037,8067,10282,2274,13051,2044
9866,14019,7132,4302,12304,900,3421,8858,367,4726,14575,5844,8743,9557,9906,2626,5012,3005,9495,6126,1666,7527,688,1148,14440,7959,7679,5851,5199,9835,7902,807,12223,6903,14602,1200,4100,11497,12402,6402,7139,7588,11105,3239,11762,6874,10897,11493,7749,13325,5760,13876,8274,11951,13827,554,388,11284,8478,7407,5377,13504,8195,4294,10418,7100,11350,12972,10856,12330,4887,4648,5234,11849,12193,5881,5428,7154,10378,23,6743,4307,8503,5796,9320,4149,1194,2016,7160,14383,7813,11027,3252,11728,2984,7930,1097,4059,6199,8089,8980,12724,10777,9021,1338,2636,10604,8067,6107,14474,2241,12946,14121,10906,548,3591,5050,11654,12991,637
6627,6761,1610,5526,252,8172,13231,3946,10624,7616,4148,10980,6326,2069,11083,8812,3142,9001,13017,5579,6305,7408,11392,10028,11037,206,1098,4473,6429,10875,11540,6743,2381,587,12970,14716,10542,5486,2485,7536,915,4510,5903,1254,11999,12130,12631,10534,1839,2145,1843,11894,6370,5577,14696,10710,2497,3866,7822,12222,5496,14231,13043,9855,1984,8970,1454,9081,1856,13896,8041,12296,10030,6211,4177,13504,248,13729,9450,11179,7611,11325,13832,4230,9864,1429,14618,6109,4755,9491,12086,605,2912,9540,1780,2525,2598,14079,12148,11189,7770,11003,2598,11246,9504,1459,9702,13225,3916,14407,8329,8056,1415,4755,11406,5496,2900,7781,3131,4823
13079,13378,12090,6579,6966,12671,10590,11588,9244,6296,13847,13987,4637,2831,2235,7576,6310,1995,9146,5845,1040,14447,2258,8013,988,475,13620,12699,12461,4661,3554,10509,2927,3108,88,4835,5409,14025,2253,12961,7771,818,4232,3311,3581,3777,372,11800,9557,13882,10092,13586,9522,8857,3461,8485,14657,2104,12634,1650,9558,718,8380,19,9053,11307,9926,13987,10804,4247,11985,4599,7755,10572,7700,3397,10510,2542,9261,5506,4722,5878,6332,7850,3942,14076,11106,6268,1588,12060,5417,13965,7712,6462,10448,5899,6460,4632,14354,7757,1563,9162,10125,14163,13248,10106,8796,8338,3044,13516,2954,655,14105,7955,8375,3916,9565,13096,781,11925
13045,73,1044,1212,10941,11180,4912,8221,1101,5888,6936,12286,11674,3716,10241,14286,9395,3234,14436,12244,1169,10486,13070,1745,13237,3509,6312,734,8366,14703,14713,4146,4197,10872,10843,8720,7078,14782,12035,13476,9799,7778,9543,11858,4840,3827,11296,11393,6838,7475,8051,11513,13411,12822,6483,5783,7178,11614,13746,7895,10281,1767,3103,9110,14686,2710,9054,9298,12785,10457,8246,1179,14257,11622,4137,4945,13507,4605,14746,586,11084,1454,4808,1947,3130,2323,9578,6176,11280,690,11428,12231,1677,9717,2109,8261,2897,3540,9750,3701,1754,4936,12658,8037,5878,11315,10089,2345,10401,13059,1012,10991,13912,5304,4605,5462,4872,5469,14119,3596
12583,8270,14419,935,8820,6070,543,7361,8376,6450,13517,14404,3985,13564,1804,12760,2395,3972,7703,1777,6917,7451,8549,1085,7400,5755,4302,13206,4996,8590,12190,8666,10677,8468,663,5143,6318,11003,13746,13454,7057,1428,13517,10147,7717,11983,8247,9424,14230,13187,11142,9457,12074,11701,10118,2828,11484,5621,9894,3297,8780,1431,7951,3964,126,13729,13427,6647,6395,12914,1240,11756,2173,11768,10874,6255,9381,9829,9054,878,6669,395,13461,7978,11136,3569,5099,1543,1928,6218,11543,2354,10039,7349,2069,8684,789,8667,14817,12402,5446,11931,7109,10061,9539,1866,7219,6831,2210,6561,4177,9446,8369,12480,7304,7503,640,9048,12614,6173
6829,4393,3219,4133,10277,6718,13442,10392,14391,3710,6292,8143,7861,10708,2148,6523,6034,2070,1367,13049,10095,9900,4513,2140,2743,9444,9129,7880,7243,10286,3108,4503,2045,8458,14666,7658,7235,5348,6565,9657,299,11084,5098,6770,5921,1466,2164,3693,4574,10051,1286,8571,7101,7800,8244,10538,13124,7685,7590,1698,2374,12666,5013,331,10215,2505,8620,7996,10581,8885,440,12501,3106,13220,6178,7743,14635,14695,2287,11380,8869,2095,5316,6950,9206,7493,11899,11860,14692,8283,4802,2361,889,4015,10980,3599,3927,1536,8536,10554,2408,7779,10793,8847,6062,13974,14392,12334,12337,7853,1408,10642,7456,8171,12568,14566,9713,4205,5598,9757
8416,11139,4029,9764,13639,2264,6310,437,12767,9605,11747,9370,8216,10434,4723,12709,6331,8942,3307,5841,10804,3947,2636,189,992,5719,12462,6321,8807,53,6647,10588,14534,3235,6253,4944,4089,10426,14288,3299,12876,2647,6802,6522,9190,1022,5605,8659,2377,9806,2571,354,2307,1222,220,1064,3671,5204,5604,1151,2200,7523,6917,1976,1726,10275,13148,4020,10376,7884,5229,13655,2940,10732,6854,1095,261,1505,2364,9553,10260,3013,6267,8072,12583,1330,13234,3930,13131,10767,3672,7501,1446,4039,14307,14389,6127,13196,2827,9961,5106,11763,5398,6537,215,6876,12444,13978,1022,7973,4410,11732,12799,12203,14739,3405,1272,10437,5506,10232
8100,9920,6419,4163,8082,4917,8369,11116,8745,2186,5361,1157,13508,3588,6027,4889,8079,4710,7570,13076,9128,4428,7780,11702,12441,1736,10358,10723,2467,10576,4937,5489,9266,9440,10258,4159,4220,5835,4212,4777,14762,7362,10649,14815,7639,1526,9255,10964,12026,8251,12396,5467,11881,6373,2021,12151,3917,7163,3332,13488,11822,13448,1557,426,305,9089,13178,8450,5531,133,4596,4820,3552,13411,12032,9506,12140,13765,5832,332,12624,704,12677,11504,14367,5345,4831,12275,9243,5464,8250,7067,4421,10595,10822,3375,1452,12565,12537,10354,5199,3552,13700,6889,910,7917,518,6704,8764,542,4607,3819,9501,8698,12788,1572,6187,7316,13863,8335
7830,806,11725,6550,9465,5170,4781,3512,5929,3856,6067,13793,1453,6720,13485,10458,5557,13965,12175,2402,10095,6674,4259,13758,9107,1250,14738,1975,8739,6860,9069,14010,611,1798,7433,8166,9053,13045,3606,14338,5782,7756,13919,1643,13789,13817,8269,11893,3662,390,14704,7806,14569,10115,3973,5369,10999,7247,901,4070,7083,6374,9557,13600,10674,4305,11150,4777,7335,8244,9484,14541,5595,13129,11823,12373,12483,5414,10767,9863,10883,10572,9044,10394,3888,12283,6793,532,3312,5315,13440,7972,11537,13008,11682,11573,7509,9687,12660,4251,13564,8789,9025,1618,4553,2619,3503,3204,5729,183,12639,711,3507,5836,12073,11533,4130,3956,5171,10636
